condition,detector,policy,stream,mode,level,host_accuracy,host_macro_f1,poison_admission_rate,clean_withhold_rate,resets,training_visits,seconds,malicious_recall,benign_fpr
SEA_A__base_s1__instance__moderate__a1,hellinger,confirmed,SEA_A,instance,moderate,-0.00030437539632210964,5.046990360502157e-05,-0.11891101361232981,0.11603331442729634,-1.0,-1900.0,7.1283122999593616,,
SEA_A__base_s1__instance__moderate__a1,hellinger,immediate,SEA_A,instance,moderate,0.010686958359754861,0.011220442605688108,-0.47044099448756893,0.4650536831945232,-1.0,0.0,2.2597785997204483,,
SEA_A__base_s1__instance__moderate__a1,none,none,SEA_A,instance,moderate,-0.004396533502430744,-0.005328868765346995,-0.1035549555630555,0.09984377643113725,0.0,0.0,13.556155700003728,,
SEA_A__base_s1__instance__severe__a1,adwin,confirmed,SEA_A,instance,severe,0.0011709997886282242,0.0012102761968566522,-0.20246805354192654,0.20024600523607475,0.0,0.0,7.3999681998975575,,
SEA_A__base_s1__instance__severe__a1,adwin,immediate,SEA_A,instance,severe,0.00363559501162547,0.004409682199003728,-0.17382582015577064,0.17231086936896273,-2.0,0.0,6.938670500181615,,
SEA_A__base_s1__instance__severe__a1,d3_oof,confirmed,SEA_A,instance,severe,0.0006087507926442193,0.0006889199947430757,-0.11006777032266768,0.10788683759140562,0.0,0.0,12.256161300232634,,
SEA_A__base_s1__instance__severe__a1,d3_oof,immediate,SEA_A,instance,severe,-0.006222785880363513,-0.008451471494420382,-0.14218281128831045,0.1400198609731877,-4.0,0.0,8.6470852997154,,
SEA_A__base_s1__instance__severe__a1,hddm_w,confirmed,SEA_A,instance,severe,-0.0032424434580426986,-0.0031823880432431118,-0.22644054081391818,0.22438385844542746,1.0,3800.0,3.725550200091675,,
SEA_A__base_s1__instance__severe__a1,hddm_w,immediate,SEA_A,instance,severe,0.019243288945254733,0.021517218293483964,-0.6101857783472133,0.6105274442538593,-45.0,0.0,2.239362500142306,,
SEA_A__base_s1__instance__severe__a1,hellinger,confirmed,SEA_A,instance,severe,-0.0007609384908052741,-0.0009452585663599633,-0.16994841363498436,0.16824839758057236,0.0,0.0,7.701899100095034,,
SEA_A__base_s1__instance__severe__a1,hellinger,immediate,SEA_A,instance,severe,0.014288733882899973,0.015358239023492537,-0.39487170841902963,0.3931400649995486,-9.0,0.0,3.3409009997267276,,
SEA_A__base_s1__instance__severe__a1,none,none,SEA_A,instance,severe,0.0006087507926442193,0.0006889199947430757,-0.11006777032266768,0.10788683759140562,0.0,0.0,12.567877599969506,,
SEA_A__base_s1__splice__moderate__a1,adwin,confirmed,SEA_A,splice,moderate,0.003005423695078946,0.0031837518374602247,-0.1914277684092187,0.15991939095387372,-2.0,0.0,6.213274999987334,,
SEA_A__base_s1__splice__moderate__a1,adwin,immediate,SEA_A,splice,moderate,0.011265362989500871,0.012990664168564647,-0.4080944350758853,0.3579141165348062,-20.0,0.0,2.0826185001060367,,
SEA_A__base_s1__splice__moderate__a1,d3_oof,confirmed,SEA_A,splice,moderate,-0.0036423346768174047,-0.004357862881171348,-0.08943226531759418,0.07870826491516146,0.0,0.0,14.021414999850094,,
SEA_A__base_s1__splice__moderate__a1,d3_oof,immediate,SEA_A,splice,moderate,-0.0034383241279792864,-0.004071660001001454,-0.24586846543001684,0.20227894710653332,1.0,0.0,3.552048800047487,,
SEA_A__base_s1__splice__moderate__a1,hddm_w,confirmed,SEA_A,splice,moderate,0.0004826591033487704,0.0006038316318652814,-0.1610736368746487,0.14165795889933822,0.0,0.0,8.261010700138286,,
SEA_A__base_s1__splice__moderate__a1,hddm_w,immediate,SEA_A,splice,moderate,0.007105538140020795,0.007959824600499266,-0.23563799887577286,0.15681942578494304,-4.0,0.0,7.172288999892771,,
SEA_A__base_s1__splice__moderate__a1,hellinger,confirmed,SEA_A,splice,moderate,0.0014330497089117822,0.001466827072191479,-0.19969083754918493,0.1820918545056476,-1.0,1900.0,4.707782100187615,,
SEA_A__base_s1__splice__moderate__a1,hellinger,immediate,SEA_A,splice,moderate,0.010016420361247946,0.010866645055605417,-0.2812254075323215,0.24801711698263423,-10.0,0.0,3.204712599981576,,
SEA_A__base_s1__splice__moderate__a1,none,none,SEA_A,splice,moderate,-0.0036423346768174047,-0.004357862881171348,-0.08943226531759418,0.07870826491516146,0.0,0.0,13.8705265999306,,
SEA_A__base_s1__splice__severe__a1,adwin,confirmed,SEA_A,splice,severe,0.0008297911974394223,0.0009858694661826206,-0.14229674899405698,0.15070588700163134,0.0,1900.0,4.9664947998244315,,
SEA_A__base_s1__splice__severe__a1,adwin,immediate,SEA_A,splice,severe,0.018159444096346067,0.020527635741684036,-0.36786369681970466,0.3056679819139388,-24.0,0.0,4.026166800176725,,
SEA_A__base_s1__splice__severe__a1,d3_oof,confirmed,SEA_A,splice,severe,-0.00032740060851355057,-0.00026574443726179453,-0.12073000319881477,0.10431096284003093,-1.0,0.0,8.644771400140598,,
SEA_A__base_s1__splice__severe__a1,d3_oof,immediate,SEA_A,splice,severe,-0.001213640186731313,-0.0014148479061960595,-0.1908345539337003,0.1719699920407783,-1.0,0.0,4.183036000235006,,
SEA_A__base_s1__splice__severe__a1,hddm_w,confirmed,SEA_A,splice,severe,0.0013434714625211175,0.0017569093801779179,-0.08128356651009305,0.06391085671707507,0.0,0.0,13.799301199847832,,
SEA_A__base_s1__splice__severe__a1,hddm_w,immediate,SEA_A,splice,severe,0.006807674721850621,0.007977362740623217,-0.15962085627220235,0.10735917540205359,-3.0,0.0,8.124282500240952,,
SEA_A__base_s1__splice__severe__a1,hellinger,confirmed,SEA_A,splice,severe,0.000112896761556458,-1.943221789868499e-05,-0.12091519773725945,0.07207329257760241,-2.0,-1900.0,6.961185500025749,,
SEA_A__base_s1__splice__severe__a1,hellinger,immediate,SEA_A,splice,severe,0.01324843496864292,0.014857817225171654,-0.26748825698267586,0.25352096775104005,-18.0,0.0,3.5284847002476454,,
SEA_A__base_s1__splice__severe__a1,none,none,SEA_A,splice,severe,0.0013434714625211175,0.0017569093801779179,-0.08128356651009305,0.06391085671707507,0.0,0.0,13.855055900057778,,
SEA_A__base_s2__clean__none__anone,adwin,confirmed,SEA_A,clean,none,-0.0016444726273515675,-0.0018666438864732848,,0.12048192771084337,0.0,0.0,6.46721739997156,,
SEA_A__base_s2__clean__none__anone,adwin,immediate,SEA_A,clean,none,-8.032128514057213e-05,-0.00024095895177134175,,0.26506024096385544,-12.0,0.0,3.3645674001891166,,
SEA_A__base_s2__clean__none__anone,d3_oof,confirmed,SEA_A,clean,none,-0.0015430141619108273,-0.0016770205372306224,,0.08835341365461848,0.0,0.0,15.264735999982804,,
SEA_A__base_s2__clean__none__anone,d3_oof,immediate,SEA_A,clean,none,0.0018727541745930942,0.0022532849413571254,,0.27309236947791166,-2.0,0.0,5.518747600028291,,
SEA_A__base_s2__clean__none__anone,hddm_w,confirmed,SEA_A,clean,none,-0.002435003170576988,-0.0026599544904702954,,0.0963855421686747,0.0,0.0,8.30039140000008,,
SEA_A__base_s2__clean__none__anone,hddm_w,immediate,SEA_A,clean,none,-0.0025195518917776605,-0.002754135595418372,,0.0963855421686747,0.0,0.0,7.89525070018135,,
SEA_A__base_s2__clean__none__anone,hellinger,confirmed,SEA_A,clean,none,-0.021428873388290026,-0.025386065542690628,,0.10441767068273092,-2.0,-1900.0,14.22997870016843,,
SEA_A__base_s2__clean__none__anone,hellinger,immediate,SEA_A,clean,none,0.011075882477277532,0.012291893039974133,,0.3172690763052209,-16.0,0.0,3.4039458001498133,,
SEA_A__base_s2__clean__none__anone,none,none,SEA_A,clean,none,-0.0015430141619108273,-0.0016770205372306224,,0.08835341365461848,0.0,0.0,14.79174520005472,,
SEA_A__base_s2__concept__moderate__a2,adwin,confirmed,SEA_A,concept,moderate,0.009869894581761351,0.010831165244681973,-0.34759793467280276,0.2977044904785132,-14.0,3800.0,3.08889349992387,,
SEA_A__base_s2__concept__moderate__a2,adwin,immediate,SEA_A,concept,moderate,0.03971350926266959,0.04339132443856519,-0.7831687058031205,0.48996585603790677,-97.0,0.0,1.5290667999070138,,
SEA_A__base_s2__concept__moderate__a2,d3_oof,confirmed,SEA_A,concept,moderate,0.00896901161691066,0.010704520806799067,-0.09611067459872036,0.08697751276665638,0.0,0.0,14.02562680025585,,
SEA_A__base_s2__concept__moderate__a2,d3_oof,immediate,SEA_A,concept,moderate,0.005753705565565426,0.006178770682182311,-0.27135480974295656,0.23084503817553778,-5.0,0.0,5.6917292000725865,,
SEA_A__base_s2__concept__moderate__a2,hddm_w,confirmed,SEA_A,concept,moderate,0.010178484326627268,0.011375287639193488,-0.2990795824447188,0.25902625003732943,-15.0,0.0,3.8081958000548184,,
SEA_A__base_s2__concept__moderate__a2,hddm_w,immediate,SEA_A,concept,moderate,0.04180395592143893,0.04545512521531758,-0.8036816702211247,0.47687070089690115,-92.0,0.0,1.4619982002768666,,
SEA_A__base_s2__concept__moderate__a2,hellinger,confirmed,SEA_A,concept,moderate,-0.008745035189185457,-0.010648337388718843,-0.17805028622741048,0.12918462625800092,-9.0,-7600.0,10.623471099883318,,
SEA_A__base_s2__concept__moderate__a2,hellinger,immediate,SEA_A,concept,moderate,0.010088893755537232,0.010498883772807166,-0.5493321360422045,0.42741670565515594,-7.0,0.0,2.0260727000422776,,
SEA_A__base_s2__concept__moderate__a2,none,none,SEA_A,concept,moderate,0.00896901161691066,0.010704520806799067,-0.09611067459872036,0.08697751276665638,0.0,0.0,14.633378400001675,,
SEA_A__base_s2__concept__severe__a2,adwin,confirmed,SEA_A,concept,severe,0.013247537606186244,0.014638937630586879,-0.4193988380904269,0.37955578133378487,-10.0,17100.0,3.075849900022149,,
SEA_A__base_s2__concept__severe__a2,adwin,immediate,SEA_A,concept,severe,0.06158101205091304,0.06590171984259197,-0.8206954618169572,0.6364857618604126,-123.0,0.0,1.382319499971345,,
SEA_A__base_s2__concept__severe__a2,d3_oof,confirmed,SEA_A,concept,severe,-0.002737561030677682,-0.003408822780652021,-0.3495158710111981,0.27428668190669714,-1.0,0.0,5.799907200038433,,
SEA_A__base_s2__concept__severe__a2,d3_oof,immediate,SEA_A,concept,severe,0.006649168853893328,0.006978543677485627,-0.5210406668350593,0.42055710778088223,-3.0,0.0,2.239490499952808,,
SEA_A__base_s2__concept__severe__a2,hddm_w,confirmed,SEA_A,concept,severe,0.019326616431010635,0.021357058534493656,-0.394746148017176,0.3717325656873536,-13.0,11400.0,4.238921899814159,,
SEA_A__base_s2__concept__severe__a2,hddm_w,immediate,SEA_A,concept,severe,0.061643101063979855,0.06651929657708755,-0.7856529426622885,0.540987215307764,-125.0,0.0,1.238847800064832,,
SEA_A__base_s2__concept__severe__a2,hellinger,confirmed,SEA_A,concept,severe,0.00798126040696523,0.008464447168687217,-0.37398332912351606,0.2982586854062597,-9.0,-9500.0,4.806384800001979,,
SEA_A__base_s2__concept__severe__a2,hellinger,immediate,SEA_A,concept,severe,0.01705754522620162,0.018688573501392858,-0.2826471331144228,0.26452741794372475,-14.0,0.0,5.286858699982986,,
SEA_A__base_s2__concept__severe__a2,none,none,SEA_A,concept,severe,0.0019586261394745064,0.002136142601168234,-0.202205944262019,0.15207292636807496,0.0,0.0,11.246402000077069,,
SEA_A__base_s2__instance__moderate__a2,adwin,confirmed,SEA_A,instance,moderate,-0.0002874656520820418,-0.0002264105147694595,-0.1230165405102327,0.1247610513739546,0.0,0.0,7.264907800126821,,
SEA_A__base_s2__instance__moderate__a2,adwin,immediate,SEA_A,instance,moderate,-0.010864510674275962,-0.012447630235277951,-0.23089430894308938,0.2285643170051772,-1.0,0.0,5.693975500063971,,
SEA_A__base_s2__instance__moderate__a2,d3_oof,confirmed,SEA_A,instance,moderate,0.021817797505812697,0.02584968883166172,-0.12781048500140169,0.12863898845081642,1.0,1900.0,7.069613399915397,,
SEA_A__base_s2__instance__moderate__a2,d3_oof,immediate,SEA_A,instance,moderate,0.01190023250898331,0.014453609154721159,-0.2709279506588169,0.26874751095181204,1.0,0.0,2.5021222999785095,,
SEA_A__base_s2__instance__moderate__a2,hddm_w,confirmed,SEA_A,instance,moderate,0.0003720143732826031,0.0004035235662973591,-0.14123913652929632,0.14517124651533253,-1.0,-1900.0,6.59013930009678,,
SEA_A__base_s2__instance__moderate__a2,hddm_w,immediate,SEA_A,instance,moderate,0.009913337560769397,0.010993701893929564,-0.40260723296888146,0.40142871365989646,-15.0,0.0,1.9885720002930611,,
SEA_A__base_s2__instance__moderate__a2,hellinger,confirmed,SEA_A,instance,moderate,-0.022109490593954728,-0.025976090692293674,-0.10221474628539384,0.10007964954201513,-1.0,0.0,13.772905200021341,,
SEA_A__base_s2__instance__moderate__a2,hellinger,immediate,SEA_A,instance,moderate,0.009959839357429723,0.011005551602251917,-0.3541911970843846,0.35327558741537235,-7.0,0.0,2.1883863999973983,,
SEA_A__base_s2__instance__moderate__a2,none,none,SEA_A,instance,moderate,0.0014500105685901765,0.001836854039580782,-0.08873002523128681,0.08828653922739944,0.0,0.0,13.221574100200087,,
SEA_A__base_s2__instance__severe__a2,adwin,confirmed,SEA_A,instance,severe,0.007668569012893589,0.008892136900211067,-0.2041300615974957,0.20505047083530925,0.0,0.0,10.873991600004956,,
SEA_A__base_s2__instance__severe__a2,adwin,immediate,SEA_A,instance,severe,0.00524624815049668,0.006124149287717318,-0.2017065535696254,0.20050019194724839,-2.0,0.0,5.556255899835378,,
SEA_A__base_s2__instance__severe__a2,d3_oof,confirmed,SEA_A,instance,severe,0.007668569012893589,0.008892136900211067,-0.2041300615974957,0.20505047083530925,0.0,0.0,10.748855399899185,,
SEA_A__base_s2__instance__severe__a2,d3_oof,immediate,SEA_A,instance,severe,-0.0009173536250264291,-0.001129852388906727,-0.20783264330674212,0.20917169116816836,-2.0,0.0,4.62998399999924,,
SEA_A__base_s2__instance__severe__a2,hddm_w,confirmed,SEA_A,instance,severe,0.001420418516169919,0.0020879288865516266,-0.46134168097209605,0.46201702685003276,0.0,1900.0,3.5410604998469353,,
SEA_A__base_s2__instance__severe__a2,hddm_w,immediate,SEA_A,instance,severe,0.010585499894314121,0.011868209906306326,-0.5362011511663132,0.5388072172165391,-46.0,0.0,1.277187999803573,,
SEA_A__base_s2__instance__severe__a2,hellinger,confirmed,SEA_A,instance,severe,-0.01888395688015221,-0.022830005364845585,-0.15547477195462656,0.15701284917462682,-1.0,-1900.0,11.938695900142193,,
SEA_A__base_s2__instance__severe__a2,hellinger,immediate,SEA_A,instance,severe,0.011511308391460529,0.01279710344997631,-0.41832441347739746,0.4174513921821015,-12.0,0.0,2.380634000059217,,
SEA_A__base_s2__instance__severe__a2,none,none,SEA_A,instance,severe,0.007668569012893589,0.008892136900211067,-0.2041300615974957,0.20505047083530925,0.0,0.0,11.094564100028947,,
SEA_A__base_s2__splice__moderate__a2,adwin,confirmed,SEA_A,splice,moderate,0.0061523145843703775,0.006653157891122086,-0.19873772791023847,0.16806869089099055,-5.0,-7600.0,4.618260400136933,,
SEA_A__base_s2__splice__moderate__a2,adwin,immediate,SEA_A,splice,moderate,0.008631159780985609,0.010045718412321047,-0.4507994389901824,0.42597809855649577,-16.0,0.0,1.3395072999410331,,
SEA_A__base_s2__splice__moderate__a2,d3_oof,confirmed,SEA_A,splice,moderate,0.0014883026381283804,0.0015275452871887918,-0.08415147265077139,0.08909905425584869,0.0,0.0,7.829752000048757,,
SEA_A__base_s2__splice__moderate__a2,d3_oof,immediate,SEA_A,splice,moderate,-0.0003185664509706143,-0.0003472468188406852,-0.2001402524544179,0.16309109009457443,0.0,0.0,4.4517824000213295,,
SEA_A__base_s2__splice__moderate__a2,hddm_w,confirmed,SEA_A,splice,moderate,0.0051219512195122,0.005740202698613861,-0.07837307152875173,0.07120955699352911,0.0,0.0,13.706494800047949,,
SEA_A__base_s2__splice__moderate__a2,hddm_w,immediate,SEA_A,splice,moderate,0.0024788451966152314,0.0026555305726181366,-0.18667601683029456,0.13237929318068692,-1.0,0.0,5.889425500063226,,
SEA_A__base_s2__splice__moderate__a2,hellinger,confirmed,SEA_A,splice,moderate,-0.01424589347934302,-0.01745061459680719,-0.09767180925666197,0.08197112991538079,-5.0,-5700.0,14.089278100058436,,
SEA_A__base_s2__splice__moderate__a2,hellinger,immediate,SEA_A,splice,moderate,0.006480836236933851,0.0074744214365488615,-0.41208976157082744,0.33354405176704827,-9.0,0.0,2.4204966998659074,,
SEA_A__base_s2__splice__moderate__a2,none,none,SEA_A,splice,moderate,0.0051219512195122,0.005740202698613861,-0.07837307152875173,0.07120955699352911,0.0,0.0,13.958929299842566,,
SEA_A__base_s2__splice__severe__a2,adwin,confirmed,SEA_A,splice,severe,-0.001180024278011449,-0.0014799114433547977,-0.2933961470514007,0.2501877311351382,-2.0,5700.0,5.020146200200543,,
SEA_A__base_s2__splice__severe__a2,adwin,immediate,SEA_A,splice,severe,0.010473421223498813,0.011807735318904777,-0.4820896777992765,0.44969087880755443,-11.0,0.0,1.8881008001044393,,
SEA_A__base_s2__splice__severe__a2,d3_oof,confirmed,SEA_A,splice,severe,-0.0075939361431838215,-0.008971853153666998,-0.15415159417851432,0.16818451288710726,-1.0,1900.0,9.645547099877149,,
SEA_A__base_s2__splice__severe__a2,d3_oof,immediate,SEA_A,splice,severe,0.005860599045817705,0.006477032107285674,-0.3083368385631362,0.27735651977528725,-8.0,0.0,5.718703699996695,,
SEA_A__base_s2__splice__severe__a2,hddm_w,confirmed,SEA_A,splice,severe,-0.0023035880642520157,-0.0027285589450533054,-0.23294355177925463,0.19538153177314174,1.0,3800.0,8.306829600129277,,
SEA_A__base_s2__splice__severe__a2,hddm_w,immediate,SEA_A,splice,severe,0.006747028766620589,0.00785722411990808,-0.1676285017245731,0.17438952093272733,-1.0,0.0,6.762418599799275,,
SEA_A__base_s2__splice__severe__a2,hellinger,confirmed,SEA_A,splice,severe,-0.0034836123422634646,-0.004429692770054894,-0.3020442500210314,0.3277418626316235,0.0,0.0,5.154953400138766,,
SEA_A__base_s2__splice__severe__a2,hellinger,immediate,SEA_A,splice,severe,0.010100781977811057,0.01115843162281116,-0.3934213847059813,0.3721706236061316,-12.0,0.0,3.9593017001170665,,
SEA_A__base_s2__splice__severe__a2,none,none,SEA_A,splice,severe,0.0013098834090845557,0.0013345488121051519,-0.15369731639606288,0.13615447590548513,0.0,0.0,11.790992600144818,,
radar__clean__none__anone,adwin,confirmed,radar,clean,none,-0.045038242686018304,-0.06525604575610089,,0.14676922742158346,-8.0,11400.0,80.325924300123,-0.0018746244024073766,0.0071939709282420605
radar__clean__none__anone,adwin,immediate,radar,clean,none,-0.11755899600709374,-0.2004944994109289,,0.36382231022815054,-138.0,0.0,16.553941200021654,-0.12610212666720488,-0.01865275775930203
radar__clean__none__anone,d3_oof,confirmed,radar,clean,none,-0.033429438708343806,-0.059789101144936185,,0.12609750524952945,-3.0,0.0,125.63619889994152,0.03808895944891422,0.026163736807178747
radar__clean__none__anone,d3_oof,immediate,radar,clean,none,-0.03914353791085057,-0.10806964363205096,,0.17364246624525367,-6.0,0.0,134.3414316000417,-0.021230794069370118,-0.03930478005976659
radar__clean__none__anone,hddm_w,confirmed,radar,clean,none,-0.047286020475884816,-0.08259795354883159,,0.15297074407319966,-9.0,7600.0,79.71377089992166,-0.042421225412372476,-0.006200678820053512
radar__clean__none__anone,hddm_w,immediate,radar,clean,none,-0.08435368228651008,-0.18411594525580416,,0.35555362135932894,-173.0,0.0,29.185470100026578,-0.07749643462583755,-0.07523236695169219
radar__clean__none__anone,hellinger,confirmed,radar,clean,none,-0.03096188787222709,-0.07108224352094888,,0.14470205520437807,-7.0,0.0,150.4494181999471,-0.08050121536653843,-0.04482917489126621
radar__clean__none__anone,hellinger,immediate,radar,clean,none,-0.059166820797928454,-0.1465266738544631,,0.2232545994581833,-22.0,0.0,243.72026710002683,0.010830664908645704,-0.05937773419503184
radar__clean__none__anone,none,none,radar,clean,none,-0.04128686910447921,-0.06701943551983691,,0.07441819981939443,0.0,0.0,518.3671619999222,-0.030460404165433275,0.011306622933635407
radar__concept__moderate__a0,adwin,confirmed,radar,concept,moderate,-0.025032186067464046,-0.055878064059898036,-0.14519079979090432,0.11786883441644036,-3.0,3800.0,83.75328080006875,-0.01856047265865235,-0.005467588573937171
radar__concept__moderate__a0,adwin,immediate,radar,concept,moderate,-0.0706071456909062,-0.1603102610594737,-0.42972062496369867,0.4129952367179681,-182.0,0.0,44.09335910016671,-0.08459181152525974,-0.06778113681941988
radar__concept__moderate__a0,d3_oof,confirmed,radar,concept,moderate,-0.017351041855965033,-0.007944030128869461,-0.18689376778765177,0.156717353857337,-2.0,-3800.0,223.45512620010413,-0.02164600011564155,0.009907509952408022
radar__concept__moderate__a0,d3_oof,immediate,radar,concept,moderate,-0.039639413663273615,-0.06721239819939007,-0.1554713364697683,0.1646877247585725,-7.0,0.0,136.39576269988902,-0.0698264850743523,0.00603629760443794
radar__concept__moderate__a0,hddm_w,confirmed,radar,concept,moderate,-0.026475759987918956,-0.04734962378950969,-0.15915955160597084,0.13972208642503015,-3.0,9500.0,86.57161769992672,0.0013929553255572769,0.009348778273319563
radar__concept__moderate__a0,hddm_w,immediate,radar,concept,moderate,-0.05196610160815163,-0.14356717791814133,-0.4259307661032701,0.38205309997261305,-181.0,0.0,75.45836190017872,-0.06482761520791835,-0.09129276542249096
radar__concept__moderate__a0,hellinger,confirmed,radar,concept,moderate,-0.02433599438951417,-0.020172940797861416,-0.1591305105419063,0.14945341274696247,2.0,3800.0,175.73751379991882,-0.06225196196443494,0.018817284763586656
radar__concept__moderate__a0,hellinger,immediate,radar,concept,moderate,-0.0636401098549515,-0.0808583176634684,-0.1980164953243887,0.23256641335868972,-6.0,0.0,119.2083436998073,-0.056138727837555136,0.0515779181258543
radar__concept__moderate__a0,none,none,radar,concept,moderate,-0.033179164416414775,-0.057930368935298904,-0.11828425393506414,0.09586457024241292,0.0,0.0,815.8832452998031,-0.014239682931829312,0.009268959462021192
radar__concept__moderate__a1,adwin,confirmed,radar,concept,moderate,-0.03852946596772866,-0.056818668425542396,-0.16294263687442834,0.1414863010893603,-8.0,11400.0,135.12802470009774,-0.008355232127215118,0.012217137366943936
radar__concept__moderate__a1,adwin,immediate,radar,concept,moderate,-0.08817009992628388,-0.1692947057113156,-0.4658158746751455,0.40176816283069866,-194.0,0.0,35.70623939996585,-0.06105228239855276,-0.033157189451594155
radar__concept__moderate__a1,d3_oof,confirmed,radar,concept,moderate,-0.01734120321074617,-0.014509110771906475,-0.11844302161824705,0.08124641657793431,-3.0,-3800.0,405.5320723000914,-0.019820352142971953,0.030588354276756602
radar__concept__moderate__a1,d3_oof,immediate,radar,concept,moderate,-0.037093537554263256,-0.05254977477265488,-0.16861942302945832,0.15264354164960275,-6.0,0.0,162.1290430999361,-0.005452670097909618,0.01895780131981492
radar__concept__moderate__a1,hddm_w,confirmed,radar,concept,moderate,-0.011574453272176322,-0.026892399474559014,-0.149875865673592,0.12676867474813663,-6.0,0.0,100.64459969988093,0.0064374679292811265,-0.010502894996333861
radar__concept__moderate__a1,hddm_w,immediate,radar,concept,moderate,-0.07407189368498657,-0.1696723067499808,-0.44852418078603884,0.4072482390040134,-210.0,0.0,74.04162879986688,-0.04203531796012083,-0.0679578266036257
radar__concept__moderate__a1,hellinger,confirmed,radar,concept,moderate,-0.006987673028093999,-0.03727256403383977,-0.12547004079736346,0.12134490949299696,-1.0,1900.0,100.39907080004923,-0.03974955036204275,-0.03819878132032059
radar__concept__moderate__a1,hellinger,immediate,radar,concept,moderate,-0.024344233761978917,-0.06902320322782063,-0.22766671022257068,0.21518193545744943,-11.0,0.0,171.522090499755,-0.01555980573566984,-0.03728350737023084
radar__concept__moderate__a1,none,none,radar,concept,moderate,-0.026320235072487486,-0.0427370117056341,-0.08981227405374803,0.07656749119502007,0.0,0.0,774.2528849998489,-0.00609538026154155,-0.0068215721473540575
radar__concept__moderate__a2,adwin,confirmed,radar,concept,moderate,-0.03614223487078172,-0.06610012833270551,-0.13546221905827316,0.1536236928447486,-5.0,3800.0,130.39145130012184,-0.005951504700216659,0.007076247942951169
radar__concept__moderate__a2,adwin,immediate,radar,concept,moderate,-0.05978235833073142,-0.1319386159893149,-0.43480408536851123,0.4169639703737069,-179.0,0.0,37.77947269985452,-0.037486067590586925,-0.05107963895676457
radar__concept__moderate__a2,d3_oof,confirmed,radar,concept,moderate,0.0077725511473278885,-0.012735743744069938,-0.16460606412808187,0.1436271222877968,-4.0,-5700.0,311.62049570004456,-0.00931105549830713,-0.02194185408667032
radar__concept__moderate__a2,d3_oof,immediate,radar,concept,moderate,-0.03530022982386993,-0.058876707867585754,-0.14818904272784061,0.12949986435784958,-6.0,0.0,144.60177679988556,-0.033595507980904715,0.0006831895476986094
radar__concept__moderate__a2,hddm_w,confirmed,radar,concept,moderate,-0.042632583803815405,-0.06912990224642224,-0.11580537839055072,0.14006715566088437,-8.0,3800.0,124.86417609988712,-0.03500977897415403,0.003291278113000534
radar__concept__moderate__a2,hddm_w,immediate,radar,concept,moderate,-0.033700676163323395,-0.11181970834831689,-0.4345571036306315,0.4121448351052122,-206.0,0.0,94.03944640024565,-0.02472082606044035,-0.08527402383683241
radar__concept__moderate__a2,hellinger,confirmed,radar,concept,moderate,0.011534701356933352,0.007304272554208735,-0.16357455216399586,0.14624015314766567,-3.0,-1900.0,164.3545168999117,-0.008385733212761037,-0.021183862763676273
radar__concept__moderate__a2,hellinger,immediate,radar,concept,moderate,-0.05360936084395018,-0.09446612233846002,-0.19286368060902792,0.18970706414082214,-11.0,0.0,125.27840240020305,-0.045372337069672586,-0.022924250735550794
radar__concept__moderate__a2,none,none,radar,concept,moderate,-0.0056688181729770415,-0.02712132884812718,-0.10794554779096632,0.09282529802883803,0.0,0.0,782.1782811000012,-0.05493049567832431,-0.013803420934523497
radar__concept__severe__a0,adwin,confirmed,radar,concept,severe,-0.015701748023500328,-0.03661555837367947,-0.14952563321437895,0.13206934068325235,-5.0,0.0,103.86805990012363,-0.017905270663878814,-0.014085371638401067
radar__concept__severe__a0,adwin,immediate,radar,concept,severe,-0.06945673460506274,-0.1502441959904206,-0.48891983636521885,0.46269094074127803,-210.0,0.0,29.16878730012104,-0.02877050071911147,-0.03509623701818712
radar__concept__severe__a0,d3_oof,confirmed,radar,concept,severe,0.015257851599332684,0.013299133386023843,-0.174645312907999,0.12645245521143106,0.0,5700.0,244.61359029985033,-0.01753665051183817,-0.01939249859090479
radar__concept__severe__a0,d3_oof,immediate,radar,concept,severe,-0.04449698991803874,-0.04929552796211506,-0.15036991905300723,0.10146950025386234,-1.0,0.0,205.22511040000245,-0.010804800522111191,0.028979926671242745
radar__concept__severe__a0,hddm_w,confirmed,radar,concept,severe,-0.012727932109958595,-0.025944112356410476,-0.11180259378535995,0.10881264959744687,0.0,9500.0,90.22085010027513,-0.0022842363519899322,-3.906402593853442e-05
radar__concept__severe__a0,hddm_w,immediate,radar,concept,severe,-0.05724813229854209,-0.15563987416585562,-0.47334842022804424,0.43480670196561977,-213.0,0.0,79.18832110008225,-0.01783879817744527,-0.07267582997103683
radar__concept__severe__a0,hellinger,confirmed,radar,concept,severe,-0.0156611300500471,-0.012900834539249673,-0.1436591522325703,0.11748748821353448,-6.0,-1900.0,206.78461370011792,-0.026347276440942258,0.009034951142064707
radar__concept__severe__a0,hellinger,immediate,radar,concept,severe,-0.038729237687676776,-0.0675464322710701,-0.2141874836800418,0.20147095089577138,-16.0,0.0,141.88479969999753,0.0272778912510121,0.03204924299498306
radar__concept__severe__a0,none,none,radar,concept,severe,0.009287009501704468,0.015750922607627782,-0.0999564801114109,0.08244288097483136,0.0,0.0,863.7403556997888,-0.0989775322995855,-0.03360622345738952
