condition,dataset,base_key,attack_seed,mode,level,series,category,source_run,rows,audit_rows,policy,learner_resets,events_path,alarm_rate,alarm_blocks,monitored_blocks,poison_exposed_blocks,poison_alarm_blocks,poison_alarm_rate,unexposed_blocks,unexposed_alarm_blocks,unexposed_alarm_rate,event_recall,detected_events,scheduled_events,detection_delay,seconds_per_100k
SEA_A__base_s0__splice__moderate__a0,SEA,SEA_A__base_s0,0.0,splice,moderate,adwin,5,SEA_A__base_s0__splice__moderate__a0__none__none__unguarded,250000,12500,none,0,runs/SEA/splice/moderate/SEA_A__base_s0__splice__moderate__a0/adwin/alarms.parquet,0.08433734939759036,21,249,147,16,0.10884353741496598,11,1,0.09090909090909091,0.6666666666666666,2.0,3.0,1.5,0.09809947991743684
SEA_A__base_s0__splice__moderate__a0,SEA,SEA_A__base_s0,0.0,splice,moderate,d3_oof,5,SEA_A__base_s0__splice__moderate__a0__none__none__unguarded,250000,12500,none,0,runs/SEA/splice/moderate/SEA_A__base_s0__splice__moderate__a0/d3_oof/alarms.parquet,0.03614457831325301,9,249,147,5,0.034013605442176874,11,2,0.18181818181818182,0.3333333333333333,1.0,3.0,3.25,1.0088113602250814
SEA_A__base_s0__splice__moderate__a0,SEA,SEA_A__base_s0,0.0,splice,moderate,hddm_w,5,SEA_A__base_s0__splice__moderate__a0__none__none__unguarded,250000,12500,none,0,runs/SEA/splice/moderate/SEA_A__base_s0__splice__moderate__a0/hddm_w/alarms.parquet,0.01606425702811245,4,249,147,4,0.027210884353741496,11,0,0.0,0.3333333333333333,1.0,3.0,1.75,0.5862123593688011
SEA_A__base_s0__splice__moderate__a0,SEA,SEA_A__base_s0,0.0,splice,moderate,hellinger,5,SEA_A__base_s0__splice__moderate__a0__none__none__unguarded,250000,12500,none,0,runs/SEA/splice/moderate/SEA_A__base_s0__splice__moderate__a0/hellinger/alarms.parquet,0.10843373493975904,27,249,147,19,0.1292517006802721,11,0,0.0,1.0,3.0,3.0,3.4166666666666665,0.0375240002758801
SEA_A__base_s1__splice__moderate__a1,SEA,SEA_A__base_s1,1.0,splice,moderate,adwin,5,SEA_A__base_s1__splice__moderate__a1__none__none__unguarded,250000,12500,none,0,runs/SEA/splice/moderate/SEA_A__base_s1__splice__moderate__a1/adwin/alarms.parquet,0.06827309236947791,17,249,145,12,0.08275862068965517,27,1,0.037037037037037035,1.0,3.0,3.0,3.0833333333333335,0.08138515995815396
SEA_A__base_s1__splice__moderate__a1,SEA,SEA_A__base_s1,1.0,splice,moderate,d3_oof,5,SEA_A__base_s1__splice__moderate__a1__none__none__unguarded,250000,12500,none,0,runs/SEA/splice/moderate/SEA_A__base_s1__splice__moderate__a1/d3_oof/alarms.parquet,0.024096385542168676,6,249,145,5,0.034482758620689655,27,0,0.0,0.3333333333333333,1.0,3.0,6.25,0.882860919740051
SEA_A__base_s1__splice__moderate__a1,SEA,SEA_A__base_s1,1.0,splice,moderate,hddm_w,5,SEA_A__base_s1__splice__moderate__a1__none__none__unguarded,250000,12500,none,0,runs/SEA/splice/moderate/SEA_A__base_s1__splice__moderate__a1/hddm_w/alarms.parquet,0.01606425702811245,4,249,145,4,0.027586206896551724,27,0,0.0,0.3333333333333333,1.0,3.0,2.75,0.5746062005870044
SEA_A__base_s1__splice__moderate__a1,SEA,SEA_A__base_s1,1.0,splice,moderate,hellinger,5,SEA_A__base_s1__splice__moderate__a1__none__none__unguarded,250000,12500,none,0,runs/SEA/splice/moderate/SEA_A__base_s1__splice__moderate__a1/hellinger/alarms.parquet,0.10441767068273092,26,249,145,15,0.10344827586206896,27,3,0.1111111111111111,1.0,3.0,3.0,8.083333333333334,0.029866680223494767
SEA_A__base_s2__splice__moderate__a2,SEA,SEA_A__base_s2,2.0,splice,moderate,adwin,5,SEA_A__base_s2__splice__moderate__a2__none__none__unguarded,250000,12500,none,0,runs/SEA/splice/moderate/SEA_A__base_s2__splice__moderate__a2/adwin/alarms.parquet,0.07228915662650602,18,249,145,14,0.09655172413793103,14,0,0.0,1.0,3.0,3.0,6.416666666666667,0.08089044019579887
SEA_A__base_s2__splice__moderate__a2,SEA,SEA_A__base_s2,2.0,splice,moderate,d3_oof,5,SEA_A__base_s2__splice__moderate__a2__none__none__unguarded,250000,12500,none,0,runs/SEA/splice/moderate/SEA_A__base_s2__splice__moderate__a2/d3_oof/alarms.parquet,0.024096385542168676,6,249,145,2,0.013793103448275862,14,2,0.14285714285714285,0.3333333333333333,1.0,3.0,4.75,0.7396643615327776
SEA_A__base_s2__splice__moderate__a2,SEA,SEA_A__base_s2,2.0,splice,moderate,hddm_w,5,SEA_A__base_s2__splice__moderate__a2__none__none__unguarded,250000,12500,none,0,runs/SEA/splice/moderate/SEA_A__base_s2__splice__moderate__a2/hddm_w/alarms.parquet,0.008032128514056224,2,249,145,2,0.013793103448275862,14,0,0.0,0.3333333333333333,1.0,3.0,18.25,0.48812168017029767
SEA_A__base_s2__splice__moderate__a2,SEA,SEA_A__base_s2,2.0,splice,moderate,hellinger,5,SEA_A__base_s2__splice__moderate__a2__none__none__unguarded,250000,12500,none,0,runs/SEA/splice/moderate/SEA_A__base_s2__splice__moderate__a2/hellinger/alarms.parquet,0.06827309236947791,17,249,145,13,0.0896551724137931,14,1,0.07142857142857142,0.3333333333333333,1.0,3.0,1.25,0.03580483887344599
SEA_A__base_s0__splice__severe__a0,SEA,SEA_A__base_s0,0.0,splice,severe,adwin,6,SEA_A__base_s0__splice__severe__a0__none__none__unguarded,250000,12500,none,0,runs/SEA/splice/severe/SEA_A__base_s0__splice__severe__a0/adwin/alarms.parquet,0.09236947791164658,23,249,195,21,0.1076923076923077,1,1,1.0,0.6666666666666666,2.0,3.0,2.0,0.07405783906579018
SEA_A__base_s0__splice__severe__a0,SEA,SEA_A__base_s0,0.0,splice,severe,d3_oof,6,SEA_A__base_s0__splice__severe__a0__none__none__unguarded,250000,12500,none,0,runs/SEA/splice/severe/SEA_A__base_s0__splice__severe__a0/d3_oof/alarms.parquet,0.028112449799196786,7,249,195,6,0.03076923076923077,1,0,0.0,0.3333333333333333,1.0,3.0,18.25,0.966110600810498
SEA_A__base_s0__splice__severe__a0,SEA,SEA_A__base_s0,0.0,splice,severe,hddm_w,6,SEA_A__base_s0__splice__severe__a0__none__none__unguarded,250000,12500,none,0,runs/SEA/splice/severe/SEA_A__base_s0__splice__severe__a0/hddm_w/alarms.parquet,0.012048192771084338,3,249,195,3,0.015384615384615385,1,0,0.0,0.3333333333333333,1.0,3.0,7.75,0.5950489198789001
SEA_A__base_s0__splice__severe__a0,SEA,SEA_A__base_s0,0.0,splice,severe,hellinger,6,SEA_A__base_s0__splice__severe__a0__none__none__unguarded,250000,12500,none,0,runs/SEA/splice/severe/SEA_A__base_s0__splice__severe__a0/hellinger/alarms.parquet,0.08835341365461848,22,249,195,18,0.09230769230769231,1,1,1.0,1.0,3.0,3.0,10.75,0.03004743931815028
SEA_A__base_s1__splice__severe__a1,SEA,SEA_A__base_s1,1.0,splice,severe,adwin,6,SEA_A__base_s1__splice__severe__a1__none__none__unguarded,250000,12500,none,0,runs/SEA/splice/severe/SEA_A__base_s1__splice__severe__a1/adwin/alarms.parquet,0.12048192771084337,30,249,200,27,0.135,1,0,0.0,1.0,3.0,3.0,3.75,0.08259576000273228
SEA_A__base_s1__splice__severe__a1,SEA,SEA_A__base_s1,1.0,splice,severe,d3_oof,6,SEA_A__base_s1__splice__severe__a1__none__none__unguarded,250000,12500,none,0,runs/SEA/splice/severe/SEA_A__base_s1__splice__severe__a1/d3_oof/alarms.parquet,0.01606425702811245,4,249,200,3,0.015,1,0,0.0,0.6666666666666666,2.0,3.0,11.5,0.920577200409025
SEA_A__base_s1__splice__severe__a1,SEA,SEA_A__base_s1,1.0,splice,severe,hddm_w,6,SEA_A__base_s1__splice__severe__a1__none__none__unguarded,250000,12500,none,0,runs/SEA/splice/severe/SEA_A__base_s1__splice__severe__a1/hddm_w/alarms.parquet,0.020080321285140562,5,249,200,5,0.025,1,0,0.0,0.3333333333333333,1.0,3.0,13.75,0.5798827211372554
SEA_A__base_s1__splice__severe__a1,SEA,SEA_A__base_s1,1.0,splice,severe,hellinger,6,SEA_A__base_s1__splice__severe__a1__none__none__unguarded,250000,12500,none,0,runs/SEA/splice/severe/SEA_A__base_s1__splice__severe__a1/hellinger/alarms.parquet,0.09236947791164658,23,249,200,17,0.085,1,0,0.0,1.0,3.0,3.0,3.4166666666666665,0.025851601082831622
SEA_A__base_s2__splice__severe__a2,SEA,SEA_A__base_s2,2.0,splice,severe,adwin,6,SEA_A__base_s2__splice__severe__a2__none__none__unguarded,250000,12500,none,0,runs/SEA/splice/severe/SEA_A__base_s2__splice__severe__a2/adwin/alarms.parquet,0.10040160642570281,25,249,200,24,0.12,6,0,0.0,1.0,3.0,3.0,7.416666666666667,0.07494400022551417
SEA_A__base_s2__splice__severe__a2,SEA,SEA_A__base_s2,2.0,splice,severe,d3_oof,6,SEA_A__base_s2__splice__severe__a2__none__none__unguarded,250000,12500,none,0,runs/SEA/splice/severe/SEA_A__base_s2__splice__severe__a2/d3_oof/alarms.parquet,0.03614457831325301,9,249,200,6,0.03,6,0,0.0,0.6666666666666666,2.0,3.0,5.0,0.7235146005637944
SEA_A__base_s2__splice__severe__a2,SEA,SEA_A__base_s2,2.0,splice,severe,hddm_w,6,SEA_A__base_s2__splice__severe__a2__none__none__unguarded,250000,12500,none,0,runs/SEA/splice/severe/SEA_A__base_s2__splice__severe__a2/hddm_w/alarms.parquet,0.028112449799196786,7,249,200,6,0.03,6,0,0.0,0.6666666666666666,2.0,3.0,3.0,0.4983536795713007
SEA_A__base_s2__splice__severe__a2,SEA,SEA_A__base_s2,2.0,splice,severe,hellinger,6,SEA_A__base_s2__splice__severe__a2__none__none__unguarded,250000,12500,none,0,runs/SEA/splice/severe/SEA_A__base_s2__splice__severe__a2/hellinger/alarms.parquet,0.08433734939759036,21,249,200,18,0.09,6,0,0.0,1.0,3.0,3.0,2.75,0.027460040617734195
