condition,stream,mode,level,detector,granularity,accuracy_oracle_minus_random,macro_f1_oracle_minus_random,macro_recall_oracle_minus_random,roc_auc_oracle_minus_random,poison_admission_rate_oracle_minus_random,legitimate_withhold_rate_oracle_minus_random,filter_poison_recall_oracle_minus_random,filter_legitimate_rejection_oracle_minus_random,scored_resets_oracle_minus_random,total_seconds_oracle_minus_random
radar__splice__moderate__a1,radar,splice,moderate,d3_oof,rows,-0.006437308868501579,0.0035265922184608833,-0.060086150447229314,-0.09643534102322704,-0.667439659252248,-0.1078231730893156,0.8477520113582584,-0.1539115865446578,-1,-0.7959798330011836
radar__splice__moderate__a1,radar,splice,moderate,d3_oof,blocks,0.018501529051987764,-0.0016406178092324142,0.047597768984759536,0.008111406847496228,-0.4172740179839091,-0.06759462129999572,0.4334122101277804,-0.07868711603729006,0,-4.37504308300413
radar__splice__moderate__a0,radar,splice,moderate,adwin,rows,0.01972110035814978,-0.02252147306468069,0.001552636432254062,0.002490677628001925,-0.6619949376581982,-0.07854124168323567,0.8463954251429643,-0.1554212823094998,-4,-6.845979874997283
radar__splice__moderate__a0,radar,splice,moderate,adwin,blocks,0.02106225710584475,0.013562218801908887,-0.05613445197892608,0.15353544146628895,-0.3479891253398331,-0.08843098269080152,0.4472203993625199,-0.0821218615780549,0,-11.942327373999433
radar__splice__moderate__a0,radar,splice,moderate,hddm_w,rows,0.04497447230054108,-0.0383162102236958,-0.013383489052845698,0.000875979380372427,-0.6252460860598106,-0.1685473528373831,0.8463954251429643,-0.1554212823094998,-2,-14.105216834002931
radar__splice__moderate__a0,radar,splice,moderate,hddm_w,blocks,0.12556580050293376,0.0011450308121775943,-0.07685227685003804,0.054618003006203564,-0.3446611043404893,-0.07146607448722253,0.4472203993625199,-0.0821218615780549,0,-35.87074349999966
radar__splice__moderate__a0,radar,splice,moderate,hellinger,rows,-0.019934466204374002,-0.006925959647420904,0.03117816234757792,-0.048664227107890756,-0.6836505109215337,-0.1331887313760426,0.8463954251429643,-0.1554212823094998,-3,2.113826707998669
radar__splice__moderate__a0,radar,splice,moderate,hellinger,blocks,-0.013838299169397272,0.0157618884211983,-0.04090405530603436,0.024293431719919822,-0.3828161619949377,-0.10300307279159249,0.4472203993625199,-0.0821218615780549,0,-7.267230999997963
radar__splice__moderate__a0,radar,splice,moderate,d3_oof,rows,-0.07345881277146993,-0.0672107358167385,-0.10792854372966332,0.10780901382262431,-0.6348082872410237,-0.12669025055732,0.8463954251429643,-0.1554212823094998,1,-15.991897498999606
radar__splice__moderate__a0,radar,splice,moderate,d3_oof,blocks,0.015453783433666102,-0.049754734549013,-0.2324350628474805,0.06497179502655825,-0.4001593700196869,-0.07348017317805833,0.4472203993625199,-0.0821218615780549,0,-6.462161165996804
radar__splice__moderate__a2,radar,splice,moderate,adwin,rows,-0.0076807852885871775,-0.020640106166152417,0.02359354617252213,-0.044783741145837164,-0.6745321399511798,-0.1139836394505325,0.8520078495189777,-0.1526384387165371,-1,-12.578149582997867
radar__splice__moderate__a2,radar,splice,moderate,adwin,blocks,-0.0236797654332791,0.027894379023531896,0.034449218372667456,0.06626011276664556,-0.3922366342794237,-0.053977808646738956,0.47910783516010147,-0.08583286172420301,0,-4.057012957997358
radar__splice__moderate__a2,radar,splice,moderate,hddm_w,rows,0.09857538961659806,-0.023787077632833414,-0.06397747373954138,0.03995536749280082,-0.7038242473555736,-0.1083672034436042,0.8520078495189777,-0.1526384387165371,-1,-6.908025000004272
radar__splice__moderate__a2,radar,splice,moderate,hddm_w,blocks,-0.0236797654332791,0.027894379023531896,0.034449218372667456,0.06626011276664556,-0.3922366342794237,-0.053977808646738956,0.47910783516010147,-0.08583286172420301,0,-9.224462459002098
radar__splice__moderate__a2,radar,splice,moderate,hellinger,rows,0.04759855945437741,0.016607806275090786,0.04684241974147535,0.1060286698953673,-0.6747235916335614,-0.1697021145238463,0.8520078495189777,-0.1526384387165371,-4,10.61025229200095
radar__splice__moderate__a2,radar,splice,moderate,hellinger,blocks,0.0461643879274628,0.006915043351940708,-0.0362705055178697,0.0960158158043013,-0.447901210931891,-0.06395019807583469,0.47910783516010147,-0.08583286172420301,0,13.418495999998385
radar__splice__moderate__a2,radar,splice,moderate,d3_oof,rows,0.017225993562163366,-0.04556873513438009,-0.027403670933757895,-0.038934795976586,-0.6948738812042311,-0.146558968290717,0.8520078495189777,-0.1526384387165371,0,0.4244715830027417
radar__splice__moderate__a2,radar,splice,moderate,d3_oof,blocks,-0.01714631736622363,0.0024597507695232057,0.07246300001990702,0.021897999476676477,-0.3897477624084621,-0.10240777897823738,0.47910783516010147,-0.08583286172420301,0,1.588348916000541
radar__splice__severe__a2,radar,splice,severe,adwin,rows,-0.09265028676626774,-0.02411251072238091,-0.0517846590369242,-0.027751412349261484,-0.627060895677533,-0.1909080305592816,0.7492276152802241,-0.252211271165024,-1,-6.470248708999861
radar__splice__severe__a2,radar,splice,severe,adwin,blocks,0.0843482262975288,0.0032818766847138026,-0.030483879803571534,0.008504026137368892,-0.1908006814310051,-0.045761163274430916,0.22244679929546962,-0.07488190353997781,0,-5.095746500002861
radar__splice__severe__a2,radar,splice,severe,hddm_w,rows,-0.0716738653260639,-0.028389460479420203,-0.10431484800358759,-0.06792285439180656,-0.6198134726994485,-0.30511654128030175,0.7492276152802241,-0.252211271165024,0,-6.687563041999937
radar__splice__severe__a2,radar,splice,severe,hddm_w,blocks,0.08730439708277282,0.0624651727720541,0.07092999169373757,0.11560303315907217,-0.1133023416972252,-0.12124569895608561,0.22244679929546962,-0.07488190353997781,0,5.192056459000014
radar__splice__severe__a2,radar,splice,severe,hellinger,rows,-0.037863768321178215,-0.0723722817076449,-0.1879811355661622,-0.048508516208971564,-0.6647128461294142,-0.10844462588207851,0.7492276152802241,-0.252211271165024,4,-38.6878443759997
radar__splice__severe__a2,radar,splice,severe,hellinger,blocks,0.06969128372158884,0.03298288395396448,-0.04616764627019715,0.10971143343073542,-0.2042560563624288,-0.05952450380047036,0.22244679929546962,-0.07488190353997781,0,-20.206411166996986
radar__splice__severe__a2,radar,splice,severe,d3_oof,rows,-0.034447355377752564,-0.05218008434676022,-0.0842384802428055,-0.0047437772624038255,-0.5732393959518378,-0.2291071324429929,0.7492276152802241,-0.252211271165024,-2,-13.547486958002963
radar__splice__severe__a2,radar,splice,severe,d3_oof,blocks,-0.078435884727041,0.036356190822188106,0.04391969289911557,-0.039107036508834625,-0.1744290127912684,-0.08641939309111402,0.22244679929546962,-0.07488190353997781,0,8.55990779199783
radar__concept__moderate__a1,radar,concept,moderate,adwin,rows,0.03694638514089199,0.036793689809668906,0.0376471051277234,-0.09019072338954914,-0.7907899192183041,-0.010997757655637486,0.8478692013737726,-0.1500145495626572,-4,-27.397392082995793
radar__concept__moderate__a1,radar,concept,moderate,adwin,blocks,0.029386705497807974,-0.05441212379157473,-0.12328554787278762,-0.2448521939249333,-0.415372708363566,-0.05723113264066004,0.462438930005321,-0.0818198935314357,0,-21.689443124003418
radar__concept__moderate__a1,radar,concept,moderate,hddm_w,rows,0.07682059702879807,0.0362750716271818,0.0218614140510629,-0.04759168891639276,-0.762347022686596,-0.040790126837952106,0.8478692013737726,-0.1500145495626572,-2,-44.93375724999714
radar__concept__moderate__a1,radar,concept,moderate,hddm_w,blocks,0.029386705497807974,-0.05441212379157473,-0.12328554787278762,-0.2448521939249333,-0.415372708363566,-0.05723113264066004,0.462438930005321,-0.0818198935314357,0,-24.20513104100243
radar__concept__moderate__a1,radar,concept,moderate,hellinger,rows,-0.0203708580546218,-0.05956880742992468,-0.11878367595920258,0.08133381335714662,-0.7086537996420452,-0.0997072970336009,0.8478692013737726,-0.1500145495626572,-3,-30.82546524999634
radar__concept__moderate__a1,radar,concept,moderate,hellinger,blocks,0.023438105122922215,-0.060661838556195,-0.1226661281859791,-0.3902265704244475,-0.403860107386446,-0.07145546977970252,0.462438930005321,-0.0818198935314357,0,-30.993857916004345
radar__concept__moderate__a1,radar,concept,moderate,d3_oof,rows,-0.05180239493129679,-0.0125221179911916,0.11748634268456767,-0.22764540447109538,-0.8130411648043342,-0.0016603618561819022,0.8478692013737726,-0.1500145495626572,1,-27.846150498997304
radar__concept__moderate__a1,radar,concept,moderate,d3_oof,blocks,0.04469195854569119,0.037060313307571285,0.05646104582902628,0.05724457749144285,-0.3786581531466164,-0.10764964653121317,0.462438930005321,-0.0818198935314357,0,-8.525069250001309
radar__splice__severe__a0,radar,splice,severe,adwin,rows,0.007745717176651179,-0.0069679464889797205,0.025598983793338415,0.006528524503275124,-0.6170515613652868,-0.19760403530895337,0.7498039215686275,-0.2503831603453293,-3,-21.53383070899872
radar__splice__severe__a0,radar,splice,severe,adwin,blocks,0.04947489620041168,-0.055486857163913994,0.0380457464204029,0.06112458755540495,-0.1360929557007988,-0.10073721990493745,0.1871604938271605,-0.06249878746726156,0,-11.02360483299708
radar__splice__severe__a0,radar,splice,severe,hddm_w,rows,0.03836223439517117,0.047106009747581806,0.0790152222517459,-0.014949571961030528,-0.6224546114742193,-0.1796100494713357,0.7498039215686275,-0.2503831603453293,-4,-18.044747750998766
radar__splice__severe__a0,radar,splice,severe,hddm_w,blocks,0.04947489620041168,-0.055486857163913994,0.0380457464204029,0.06112458755540495,-0.1360929557007988,-0.10073721990493745,0.1871604938271605,-0.06249878746726156,0,-17.306282958001248
radar__splice__severe__a0,radar,splice,severe,hellinger,rows,0.008774990405080008,0.015561237473645712,0.08451001554005416,0.07372579053607131,-0.6014814814814815,-0.22309632360073728,0.7498039215686275,-0.2503831603453293,-2,-24.916010166001797
radar__splice__severe__a0,radar,splice,severe,hellinger,blocks,-0.15133805519695753,-0.013569084735224501,0.012230199578474599,-0.4579713483938404,-0.1744371822803195,-0.049034823940246386,0.1871604938271605,-0.06249878746726156,0,-8.41541099999813
radar__splice__severe__a0,radar,splice,severe,d3_oof,rows,-0.029971040787132308,-0.0362937663406879,0.05057572280396627,-0.01242867980520801,-0.6573129992737836,-0.219128916480745,0.7498039215686275,-0.2503831603453293,-1,25.188192376001098
radar__splice__severe__a0,radar,splice,severe,d3_oof,blocks,0.016642824744426243,0.0028776879101732877,0.017481878857107003,-0.03392799664243662,-0.1745533769063181,-0.05828887379959258,0.1871604938271605,-0.06249878746726156,0,-4.403737207998347
radar__splice__severe__a1,radar,splice,severe,adwin,rows,0.10792800219840626,0.07352960248065141,0.016688354342605127,0.04916659548523428,-0.654992236952108,-0.18627611201368932,0.7544488235996656,-0.2429078184632244,-2,-16.481676707997394
radar__splice__severe__a1,radar,splice,severe,adwin,blocks,-0.26786205001374,-0.0448637670809294,-0.06876210784563469,-0.1273646164260963,-0.2350113459930729,-0.08479855416590554,0.2458796130419204,-0.07916518462263156,0,16.834497457999532
radar__splice__severe__a1,radar,splice,severe,hddm_w,rows,0.04017243748282495,0.041430174084443105,0.018440358999706308,0.0034072813128859236,-0.6250746446912696,-0.16406948463320611,0.7544488235996656,-0.2429078184632244,-1,-16.83842254100091
radar__splice__severe__a1,radar,splice,severe,hddm_w,blocks,-0.1944387194284144,-0.02842229275042829,0.011796226579703806,-0.21476330926618536,-0.2185297981607548,-0.05209424838737586,0.2458796130419204,-0.07916518462263156,0,-3.993697958001576
radar__splice__severe__a1,radar,splice,severe,hellinger,rows,0.03208298983237157,0.020434940444939903,-0.01236273030968471,0.02036797443775462,-0.5859011107130061,-0.17997942762658262,0.7544488235996656,-0.2429078184632244,1,-25.56492962500488
radar__splice__severe__a1,radar,splice,severe,hellinger,blocks,-0.26786205001374,-0.0448637670809294,-0.06876210784563469,-0.1273646164260963,-0.2350113459930729,-0.08479855416590554,0.2458796130419204,-0.07916518462263156,0,9.709586958000727
radar__splice__severe__a1,radar,splice,severe,d3_oof,rows,-0.11296029128881557,-0.11552818586773783,-0.09463411526709148,-0.16396460043384498,-0.7183805087782157,-0.11894484873537581,0.7544488235996656,-0.2429078184632244,5,-70.18027066699872
radar__splice__severe__a1,radar,splice,severe,d3_oof,blocks,-0.02672437482824952,-0.018779141224624984,0.07408147633894135,-0.0018238187529887595,-0.2458796130419204,-0.051767397594762676,0.2458796130419204,-0.07916518462263156,0,-0.3260872920000111
radar__concept__severe__a0,radar,concept,severe,adwin,rows,0.03308735198215207,0.0260874059365942,-0.02646378814143402,-0.014358100898346993,-0.6761576685059293,-0.1517209106883643,0.7608145596439351,-0.2383394453357781,-3,-75.28743937500258
radar__concept__severe__a0,radar,concept,severe,adwin,blocks,0.2603226360048052,-0.003669644451723214,0.0269863226321298,0.07164968469951616,-0.1949516812486662,-0.061072274428909834,0.23199097643508215,-0.07267552907021169,0,-7.996581708997837
radar__concept__severe__a0,radar,concept,severe,hddm_w,rows,0.04865282306504204,-0.0164299333312882,-0.04278821331304011,-0.06704178005434636,-0.6343627107276774,-0.2142543357017343,0.7608145596439351,-0.2383394453357781,-3,-35.026316166997276
radar__concept__severe__a0,radar,concept,severe,hddm_w,blocks,0.2603226360048052,-0.003669644451723214,0.0269863226321298,0.07164968469951616,-0.1949516812486662,-0.061072274428909834,0.23199097643508215,-0.07267552907021169,0,-6.7596081259980565
radar__concept__severe__a0,radar,concept,severe,hellinger,rows,0.05481379783765239,0.006294879248630175,0.02146198732040927,-0.05571285076165722,-0.700941987013383,-0.11138169455267782,0.7608145596439351,-0.2383394453357781,3,-57.26437012600218
radar__concept__severe__a0,radar,concept,severe,hellinger,blocks,-0.00998798695726788,-0.0016198149535210926,0.09173820233022828,-0.005050282880594725,-0.2118708654696217,-0.0663725265490106,0.23199097643508215,-0.07267552907021169,0,-7.787795707998157
radar__concept__severe__a0,radar,concept,severe,d3_oof,rows,0.046061438132829924,-0.042849192116923784,-0.09999696524836038,-0.022282182058311117,-0.6758528183397859,-0.1201963480785393,0.7608145596439351,-0.2383394453357781,1,-47.33189866699831
radar__concept__severe__a0,radar,concept,severe,d3_oof,blocks,0.12078256392654874,0.007164594028283788,0.0018450839749351022,0.12321748219214579,-0.214919367131055,-0.08547253418901368,0.23199097643508215,-0.07267552907021169,0,36.381745375998435
radar__concept__moderate__a2,radar,concept,moderate,adwin,rows,0.05514777916773428,0.0371951133943646,0.041511835752722714,-0.001554178539029727,-0.7004700027647222,-0.05958301934187399,0.8706110035941388,-0.1318345474336431,-1,-88.01091462499971
radar__concept__moderate__a2,radar,concept,moderate,adwin,blocks,-0.04220108818520252,-0.013378741330530103,-0.003208611003572559,0.07179531324514443,-0.3741222007188277,-0.03278908147031734,0.44224495438208455,-0.06696809846772173,0,-24.34612725000258
radar__concept__moderate__a2,radar,concept,moderate,hddm_w,rows,0.016277562585720884,0.004655373153089004,0.02691128400090248,0.04822120098193372,-0.7774951617362456,-0.0270032655111781,0.8706110035941388,-0.1318345474336431,-4,-33.75255533300151
radar__concept__moderate__a2,radar,concept,moderate,hddm_w,blocks,-0.04220108818520252,-0.013378741330530103,-0.003208611003572559,0.07179531324514443,-0.3741222007188277,-0.03278908147031734,0.44224495438208455,-0.06696809846772173,0,-28.263900916997954
radar__concept__moderate__a2,radar,concept,moderate,hellinger,rows,-0.026240033760870585,0.003698938427936893,-0.003768023839786694,-0.06776154329398776,-0.7175559856234448,-0.1043372686929582,0.8706110035941388,-0.1318345474336431,2,-39.637960373998794
radar__concept__moderate__a2,radar,concept,moderate,hellinger,blocks,-0.04220108818520252,-0.013378741330530103,-0.003208611003572559,0.07179531324514443,-0.3741222007188277,-0.03278908147031734,0.44224495438208455,-0.06696809846772173,0,-29.943210124998586
radar__concept__moderate__a2,radar,concept,moderate,d3_oof,rows,0.005606716001748335,0.007277527717211907,-0.0018301123720448342,-0.014738766757649846,-0.7510091235830799,-0.1438583270535042,0.8706110035941388,-0.1318345474336431,-2,8.745079625001438
radar__concept__moderate__a2,radar,concept,moderate,d3_oof,blocks,0.0666777193326199,0.010724345559850385,-0.0055460777770861,0.0932498228241122,-0.3769422173071606,-0.02526165954952697,0.44224495438208455,-0.06696809846772173,0,3.9640614159943652
radar__concept__severe__a2,radar,concept,severe,adwin,rows,0.0828863620110134,0.03227538823602921,-0.016049953661176786,-0.03874373262982256,-0.545159560203808,-0.1959092042903467,0.7303834808259587,-0.271748565727114,-2,-46.02574383300086
radar__concept__severe__a2,radar,concept,severe,adwin,blocks,0.0559965672602446,0.0687776335622228,0.07531919113262708,0.005516836086435828,-0.1544918208635022,-0.0480019955101022,0.1607669616519174,-0.05981541531554013,0,-8.954545374999725
radar__concept__severe__a2,radar,concept,severe,hddm_w,rows,0.004058499606665267,0.042616437060644274,0.021213394001476815,-0.14511216363744806,-0.6321802091713596,-0.17233225243202796,0.7303834808259587,-0.271748565727114,-5,-48.71236470900112
radar__concept__severe__a2,radar,concept,severe,hddm_w,blocks,0.04360652220553529,0.0735979605457184,0.07145103351424154,-0.044938792106717806,-0.1544918208635022,-0.0480019955101022,0.1607669616519174,-0.05981541531554013,0,-26.29700208199938
radar__concept__severe__a2,radar,concept,severe,hellinger,rows,0.025495244225130498,0.0879543609683639,0.1939765799024561,-0.005866754325963841,-0.6513810673102709,-0.19246694936393122,0.7303834808259587,-0.271748565727114,5,-42.85193545799848
radar__concept__severe__a2,radar,concept,severe,hellinger,blocks,0.04360652220553529,0.0735979605457184,0.07145103351424154,-0.044938792106717806,-0.1544918208635022,-0.0480019955101022,0.1607669616519174,-0.05981541531554013,0,-19.602198167998722
radar__concept__severe__a2,radar,concept,severe,d3_oof,rows,0.07335693341915173,0.02818046616005282,0.05608478756620039,0.016699236406310547,-0.6175918476803433,-0.22339735594911453,0.7303834808259587,-0.271748565727114,0,35.864260292000836
radar__concept__severe__a2,radar,concept,severe,d3_oof,blocks,0.0559965672602446,0.0687776335622228,0.07531919113262708,0.005516836086435828,-0.1544918208635022,-0.0480019955101022,0.1607669616519174,-0.05981541531554013,0,-8.36848770799773
radar__concept__severe__a1,radar,concept,severe,adwin,rows,0.08886759581881531,0.0169048934102925,-0.005850439007396013,0.034669388173618865,-0.6305497443049745,-0.17968166519558862,0.7518886564388657,-0.2509917651965586,-4,-38.79684574999919
radar__concept__severe__a1,radar,concept,severe,adwin,blocks,-0.008937282229965149,0.03887812858092041,0.11079642944996443,0.14597173061008428,-0.2218154346815434,-0.06483089069729098,0.22861459786145977,-0.07631499820560816,0,29.320278958002774
radar__concept__severe__a1,radar,concept,severe,hddm_w,rows,0.05832752613240422,0.016908792727787586,0.024027353783412808,0.012830907720518425,-0.6044862854486286,-0.1914664545727893,0.7518886564388657,-0.2509917651965586,-1,-49.47779791699941
radar__concept__severe__a1,radar,concept,severe,hddm_w,blocks,-0.008937282229965149,0.03887812858092041,0.11079642944996443,0.14597173061008428,-0.2218154346815434,-0.06483089069729098,0.22861459786145977,-0.07631499820560816,0,24.272723334004695
radar__concept__severe__a1,radar,concept,severe,hellinger,rows,0.17452961672473866,0.027228241593943076,0.02438950044519317,0.021326654715035143,-0.6163412366341237,-0.2597891347151767,0.7518886564388657,-0.2509917651965586,1,-40.20093512499807
radar__concept__severe__a1,radar,concept,severe,hellinger,blocks,-0.01885017421602797,-0.01437493340626142,-0.033583548349036874,-0.08990754700016956,-0.1408066015806601,-0.10229003191107577,0.22861459786145977,-0.07631499820560816,0,-10.70623279099891
radar__concept__severe__a1,radar,concept,severe,d3_oof,rows,0.2037979094076655,0.13817568859437956,0.015182300002150317,0.12104610063105081,-0.6010285913528591,-0.3062881308257112,0.7518886564388657,-0.2509917651965586,-2,138.84854870799973
radar__concept__severe__a1,radar,concept,severe,d3_oof,blocks,0.11604529616724735,-0.008713820053919408,-0.01991396861071698,0.06253286040386574,-0.2076940957694096,-0.09697475242242892,0.22861459786145977,-0.07631499820560816,0,11.652111417002743
